	id	text	source	doc_name	split	paragraph_id	sent_id_in_paragraph	word_count	new_split
1251	305001001024	حتى إذا رأوا ما يوعدون فسيعلمون من أضعف ناصرا وأقل عددا ( 24 )	Quran	Quran_Al-Jinn_72	No Split	1	24	14	train
1252	305001001025	قل إن أدرى أقريب ما توعدون أم يجعل له ربى أمدا ( 25 )	Quran	Quran_Al-Jinn_72	No Split	1	25	14	train
1253	305001001026	علم الغيب فلا يظهر على غيبه أحدا ( 26 )	Quran	Quran_Al-Jinn_72	No Split	1	26	10	train
1254	305001001027	إلا من ارتضى من رسول فإنه يسلك من بين يديه ومن خلفه رصدا ( 27 )	Quran	Quran_Al-Jinn_72	No Split	1	27	16	train
1255	305001001028	ليعلم أن قد أبلغوا رسلت ربهم وأحاط بما لديهم وأحصى كل شيء عددا ( 28 )	Quran	Quran_Al-Jinn_72	No Split	1	28	16	train
1256	305001001001	إذا جاءك المنفقون قالوا نشهد إنك لرسول الله والله يعلم إنك لرسوله والله يشهد إن المنفقين لكذبون ( 1 )	Quran	Quran_Al-Munafiqun_63	No Split	1	1	20	test
1257	305001001002	اتخذوا أيمنهم جنة فصدوا عن سبيل الله إنهم ساء ما كانوا يعملون ( 2 )	Quran	Quran_Al-Munafiqun_63	No Split	1	2	15	test
1258	305001001003	ذلك بأنهم ءامنوا ثم كفروا فطبع على قلوبهم فهم لا يفقهون ( 3 )	Quran	Quran_Al-Munafiqun_63	No Split	1	3	14	test
1259	305001001004	وإذا رأيتهم تعجبك أجسامهم وإن يقولوا تسمع لقولهم كأنهم خشب مسندة يحسبون كل صيحة عليهم هم العدو فاحذرهم قتلهم الله أنى يؤفكون ( 4 )	Quran	Quran_Al-Munafiqun_63	No Split	1	4	25	test
1260	305001001005	وإذا قيل لهم تعالوا يستغفر لكم رسول الله لووا رءوسهم ورأيتهم يصدون وهم مستكبرون ( 5 )	Quran	Quran_Al-Munafiqun_63	No Split	1	5	17	test
1261	305001001006	سواء عليهم أستغفرت لهم أم لم تستغفر لهم لن يغفر الله لهم إن الله لا يهدى القوم الفسقين ( 6 )	Quran	Quran_Al-Munafiqun_63	No Split	1	6	21	test
1262	305001001007	هم الذين يقولون لا تنفقوا على من عند رسول الله حتى ينفضوا ولله خزائن السموت والأرض ولكن المنفقين لا يفقهون ( 7 )	Quran	Quran_Al-Munafiqun_63	No Split	1	7	23	test
1263	305001001008	يقولون لئن رجعنا إلى المدينة ليخرجن الأعز منها الأذل ولله العزة ولرسوله وللمؤمنين ولكن المنفقين لا يعلمون ( 8 )	Quran	Quran_Al-Munafiqun_63	No Split	1	8	20	test
1264	305001001009	يأيها الذين ءامنوا لا تلهكم أمولكم ولا أولدكم عن ذكر الله ومن يفعل ذلك فأولئك هم الخسرون ( 9 )	Quran	Quran_Al-Munafiqun_63	No Split	1	9	20	test
1265	305001001010	وأنفقوا من ما رزقنكم من قبل أن يأتى أحدكم الموت فيقول رب لولا أخرتنى إلى أجل قريب فأصدق وأكن من الصلحين ( 10 )	Quran	Quran_Al-Munafiqun_63	No Split	1	10	24	test
1266	305001001011	ولن يؤخر الله نفسا إذا جاء أجلها والله خبير بما تعملون ( 11 )	Quran	Quran_Al-Munafiqun_63	No Split	1	11	14	test
1267	305001001001	والمرسلت عرفا ( 1 )	Quran	Quran_Al-Mursalat_77	No Split	1	1	5	train
1268	305001001002	فالعصفت عصفا ( 2 )	Quran	Quran_Al-Mursalat_77	No Split	1	2	5	train
1269	305001001003	والنشرت نشرا ( 3 )	Quran	Quran_Al-Mursalat_77	No Split	1	3	5	train
1270	305001001004	فالفرقت فرقا ( 4 )	Quran	Quran_Al-Mursalat_77	No Split	1	4	5	train
1271	305001001005	فالملقيت ذكرا ( 5 )	Quran	Quran_Al-Mursalat_77	No Split	1	5	5	train
1272	305001001006	عذرا أو نذرا ( 6 )	Quran	Quran_Al-Mursalat_77	No Split	1	6	6	train
1273	305001001007	إنما توعدون لوقع ( 7 )	Quran	Quran_Al-Mursalat_77	No Split	1	7	6	train
1274	305001001008	فإذا النجوم طمست ( 8 )	Quran	Quran_Al-Mursalat_77	No Split	1	8	6	train
1275	305001001009	وإذا السماء فرجت ( 9 )	Quran	Quran_Al-Mursalat_77	No Split	1	9	6	train
1276	305001001010	وإذا الجبال نسفت ( 10 )	Quran	Quran_Al-Mursalat_77	No Split	1	10	6	train
1277	305001001011	وإذا الرسل أقتت ( 11 )	Quran	Quran_Al-Mursalat_77	No Split	1	11	6	train
1278	305001001012	لأى يوم أجلت ( 12 )	Quran	Quran_Al-Mursalat_77	No Split	1	12	6	train
1279	305001001013	ليوم الفصل ( 13 )	Quran	Quran_Al-Mursalat_77	No Split	1	13	5	train
1280	305001001014	وما أدريك ما يوم الفصل ( 14 )	Quran	Quran_Al-Mursalat_77	No Split	1	14	8	train
1281	305001001015	ويل يومئذ للمكذبين ( 15 )	Quran	Quran_Al-Mursalat_77	No Split	1	15	6	train
1282	305001001016	ألم نهلك الأولين ( 16 )	Quran	Quran_Al-Mursalat_77	No Split	1	16	6	train
1283	305001001017	ثم نتبعهم الءاخرين ( 17 )	Quran	Quran_Al-Mursalat_77	No Split	1	17	6	train
1284	305001001018	كذلك نفعل بالمجرمين ( 18 )	Quran	Quran_Al-Mursalat_77	No Split	1	18	6	train
1285	305001001019	ويل يومئذ للمكذبين ( 19 )	Quran	Quran_Al-Mursalat_77	No Split	1	19	6	train
1286	305001001020	ألم نخلقكم من ماء مهين ( 20 )	Quran	Quran_Al-Mursalat_77	No Split	1	20	8	train
1287	305001001021	فجعلنه فى قرار مكين ( 21 )	Quran	Quran_Al-Mursalat_77	No Split	1	21	7	train
1288	305001001022	إلى قدر معلوم ( 22 )	Quran	Quran_Al-Mursalat_77	No Split	1	22	6	train
1289	305001001023	فقدرنا فنعم القدرون ( 23 )	Quran	Quran_Al-Mursalat_77	No Split	1	23	6	train
1290	305001001024	ويل يومئذ للمكذبين ( 24 )	Quran	Quran_Al-Mursalat_77	No Split	1	24	6	train
1291	305001001025	ألم نجعل الأرض كفاتا ( 25 )	Quran	Quran_Al-Mursalat_77	No Split	1	25	7	train
1292	305001001026	أحياء وأموتا ( 26 )	Quran	Quran_Al-Mursalat_77	No Split	1	26	5	train
1293	305001001027	وجعلنا فيها روسى شمخت وأسقينكم ماء فراتا ( 27 )	Quran	Quran_Al-Mursalat_77	No Split	1	27	10	train
1294	305001001028	ويل يومئذ للمكذبين ( 28 )	Quran	Quran_Al-Mursalat_77	No Split	1	28	6	train
1295	305001001029	انطلقوا إلى ما كنتم به تكذبون ( 29 )	Quran	Quran_Al-Mursalat_77	No Split	1	29	9	train
1296	305001001030	انطلقوا إلى ظل ذى ثلث شعب ( 30 )	Quran	Quran_Al-Mursalat_77	No Split	1	30	9	train
1297	305001001031	لا ظليل ولا يغنى من اللهب ( 31 )	Quran	Quran_Al-Mursalat_77	No Split	1	31	9	train
1298	305001001032	إنها ترمى بشرر كالقصر ( 32 )	Quran	Quran_Al-Mursalat_77	No Split	1	32	7	train
1299	305001001033	كأنه جملت صفر ( 33 )	Quran	Quran_Al-Mursalat_77	No Split	1	33	6	train
1300	305001001034	ويل يومئذ للمكذبين ( 34 )	Quran	Quran_Al-Mursalat_77	No Split	1	34	6	train
1301	305001001035	هذا يوم لا ينطقون ( 35 )	Quran	Quran_Al-Mursalat_77	No Split	1	35	7	train
1302	305001001036	ولا يؤذن لهم فيعتذرون ( 36 )	Quran	Quran_Al-Mursalat_77	No Split	1	36	7	train
1303	305001001037	ويل يومئذ للمكذبين ( 37 )	Quran	Quran_Al-Mursalat_77	No Split	1	37	6	train
1304	305001001038	هذا يوم الفصل جمعنكم والأولين ( 38 )	Quran	Quran_Al-Mursalat_77	No Split	1	38	8	train
1305	305001001039	فإن كان لكم كيد فكيدون ( 39 )	Quran	Quran_Al-Mursalat_77	No Split	1	39	8	train
1306	305001001040	ويل يومئذ للمكذبين ( 40 )	Quran	Quran_Al-Mursalat_77	No Split	1	40	6	train
1307	305001001041	إن المتقين فى ظلل وعيون ( 41 )	Quran	Quran_Al-Mursalat_77	No Split	1	41	8	train
1308	305001001042	وفوكه مما يشتهون ( 42 )	Quran	Quran_Al-Mursalat_77	No Split	1	42	6	train
1309	305001001043	كلوا واشربوا هنيا بما كنتم تعملون ( 43 )	Quran	Quran_Al-Mursalat_77	No Split	1	43	9	train
1310	305001001044	إنا كذلك نجزى المحسنين ( 44 )	Quran	Quran_Al-Mursalat_77	No Split	1	44	7	train
1311	305001001045	ويل يومئذ للمكذبين ( 45 )	Quran	Quran_Al-Mursalat_77	No Split	1	45	6	train
1312	305001001046	كلوا وتمتعوا قليلا إنكم مجرمون ( 46 )	Quran	Quran_Al-Mursalat_77	No Split	1	46	8	train
1313	305001001047	ويل يومئذ للمكذبين ( 47 )	Quran	Quran_Al-Mursalat_77	No Split	1	47	6	train
1314	305001001048	وإذا قيل لهم اركعوا لا يركعون ( 48 )	Quran	Quran_Al-Mursalat_77	No Split	1	48	9	train
1315	305001001049	ويل يومئذ للمكذبين ( 49 )	Quran	Quran_Al-Mursalat_77	No Split	1	49	6	train
1316	305001001050	فبأى حديث بعده يؤمنون ( 50 )	Quran	Quran_Al-Mursalat_77	No Split	1	50	7	train
1317	305001001001	حم ( 1 )	Quran	Quran_Al-Ahqaf_46	No Split	1	1	4	train
1318	305001001002	تنزيل الكتب من الله العزيز الحكيم ( 2 )	Quran	Quran_Al-Ahqaf_46	No Split	1	2	9	train
1319	305001001003	ما خلقنا السموت والأرض وما بينهما إلا بالحق وأجل مسمى والذين كفروا عما أنذروا معرضون ( 3 )	Quran	Quran_Al-Ahqaf_46	No Split	1	3	18	train
1320	305001001004	قل أرءيتم ما تدعون من دون الله أرونى ماذا خلقوا من الأرض أم لهم شرك فى السموت ائتونى بكتب من قبل هذا أو أثرة من علم إن كنتم صدقين ( 4 )	Quran	Quran_Al-Ahqaf_46	No Split	1	4	32	train
1321	305001001005	ومن أضل ممن يدعوا من دون الله من لا يستجيب له إلى يوم القيمة وهم عن دعائهم غفلون ( 5 )	Quran	Quran_Al-Ahqaf_46	No Split	1	5	21	train
1322	305001001006	وإذا حشر الناس كانوا لهم أعداء وكانوا بعبادتهم كفرين ( 6 )	Quran	Quran_Al-Ahqaf_46	No Split	1	6	12	train
1323	305001001007	وإذا تتلى عليهم ءايتنا بينت قال الذين كفروا للحق لما جاءهم هذا سحر مبين ( 7 )	Quran	Quran_Al-Ahqaf_46	No Split	1	7	17	train
1324	305001001008	أم يقولون افتريه قل إن افتريته فلا تملكون لى من الله شيا هو أعلم بما تفيضون فيه كفى به شهيدا بينى وبينكم وهو الغفور الرحيم ( 8 )	Quran	Quran_Al-Ahqaf_46	No Split	1	8	28	train
1325	305001001009	قل ما كنت بدعا من الرسل وما أدرى ما يفعل بى ولا بكم إن أتبع إلا ما يوحى إلى وما أنا إلا نذير مبين ( 9 )	Quran	Quran_Al-Ahqaf_46	No Split	1	9	27	train
1326	305001001010	قل أرءيتم إن كان من عند الله وكفرتم به وشهد شاهد من بنى إسرءيل على مثله فامن واستكبرتم إن الله لا يهدى القوم الظلمين ( 10 )	Quran	Quran_Al-Ahqaf_46	No Split	1	10	27	train
1327	305001001011	وقال الذين كفروا للذين ءامنوا لو كان خيرا ما سبقونا إليه وإذ لم يهتدوا به فسيقولون هذا إفك قديم ( 11 )	Quran	Quran_Al-Ahqaf_46	No Split	1	11	22	train
1328	305001001012	ومن قبله كتب موسى إماما ورحمة وهذا كتب مصدق لسانا عربيا لينذر الذين ظلموا وبشرى للمحسنين ( 12 )	Quran	Quran_Al-Ahqaf_46	No Split	1	12	19	train
1329	305001001013	إن الذين قالوا ربنا الله ثم استقموا فلا خوف عليهم ولا هم يحزنون ( 13 )	Quran	Quran_Al-Ahqaf_46	No Split	1	13	16	train
1330	305001001014	أولئك أصحب الجنة خلدين فيها جزاء بما كانوا يعملون ( 14 )	Quran	Quran_Al-Ahqaf_46	No Split	1	14	12	train
1331	305001001015	ووصينا الإنسن بولديه إحسنا حملته أمه كرها ووضعته كرها وحمله وفصله ثلثون شهرا حتى إذا بلغ أشده وبلغ أربعين سنة قال رب أوزعنى أن أشكر نعمتك التى أنعمت على وعلى ولدى وأن أعمل صلحا ترضيه وأصلح لى فى ذريتى إنى تبت إليك وإنى من المسلمين ( 15 )	Quran	Quran_Al-Ahqaf_46	No Split	1	15	48	train
1332	305001001016	أولئك الذين نتقبل عنهم أحسن ما عملوا ونتجاوز عن سياتهم فى أصحب الجنة وعد الصدق الذى كانوا يوعدون ( 16 )	Quran	Quran_Al-Ahqaf_46	No Split	1	16	21	train
1333	305001001017	والذى قال لولديه أف لكما أتعداننى أن أخرج وقد خلت القرون من قبلى وهما يستغيثان الله ويلك ءامن إن وعد الله حق فيقول ما هذا إلا أسطير الأولين ( 17 )	Quran	Quran_Al-Ahqaf_46	No Split	1	17	31	train
1334	305001001018	أولئك الذين حق عليهم القول فى أمم قد خلت من قبلهم من الجن والإنس إنهم كانوا خسرين ( 18 )	Quran	Quran_Al-Ahqaf_46	No Split	1	18	20	train
1335	305001001019	ولكل درجت مما عملوا وليوفيهم أعملهم وهم لا يظلمون ( 19 )	Quran	Quran_Al-Ahqaf_46	No Split	1	19	12	train
1336	305001001020	ويوم يعرض الذين كفروا على النار أذهبتم طيبتكم فى حياتكم الدنيا واستمتعتم بها فاليوم تجزون عذاب الهون بما كنتم تستكبرون فى الأرض بغير الحق وبما كنتم تفسقون ( 20 )	Quran	Quran_Al-Ahqaf_46	No Split	1	20	30	train
1337	305001001021	واذكر أخا عاد إذ أنذر قومه بالأحقاف وقد خلت النذر من بين يديه ومن خلفه ألا تعبدوا إلا الله إنى أخاف عليكم عذاب يوم عظيم ( 21 )	Quran	Quran_Al-Ahqaf_46	No Split	1	21	28	train
1338	305001001022	قالوا أجئتنا لتأفكنا عن ءالهتنا فأتنا بما تعدنا إن كنت من الصدقين ( 22 )	Quran	Quran_Al-Ahqaf_46	No Split	1	22	15	train
1339	305001001023	قال إنما العلم عند الله وأبلغكم ما أرسلت به ولكنى أريكم قوما تجهلون ( 23 )	Quran	Quran_Al-Ahqaf_46	No Split	1	23	16	train
1340	305001001024	فلما رأوه عارضا مستقبل أوديتهم قالوا هذا عارض ممطرنا بل هو ما استعجلتم به ريح فيها عذاب أليم ( 24 )	Quran	Quran_Al-Ahqaf_46	No Split	1	24	21	train
1341	305001001025	تدمر كل شيء بأمر ربها فأصبحوا لا يرى إلا مسكنهم كذلك نجزى القوم المجرمين ( 25 )	Quran	Quran_Al-Ahqaf_46	No Split	1	25	17	train
1342	305001001026	ولقد مكنهم فيما إن مكنكم فيه وجعلنا لهم سمعا وأبصرا وأفدة فما أغنى عنهم سمعهم ولا أبصرهم ولا أفدتهم من شيء إذ كانوا يجحدون بايت الله وحاق بهم ما كانوا به يستهزءون ( 26 )	Quran	Quran_Al-Ahqaf_46	No Split	1	26	35	train
1343	305001001027	ولقد أهلكنا ما حولكم من القرى وصرفنا الءايت لعلهم يرجعون ( 27 )	Quran	Quran_Al-Ahqaf_46	No Split	1	27	13	train
1344	305001001028	فلولا نصرهم الذين اتخذوا من دون الله قربانا ءالهة بل ضلوا عنهم وذلك إفكهم وما كانوا يفترون ( 28 )	Quran	Quran_Al-Ahqaf_46	No Split	1	28	20	train
1345	305001001029	وإذ صرفنا إليك نفرا من الجن يستمعون القرءان فلما حضروه قالوا أنصتوا فلما قضى ولوا إلى قومهم منذرين ( 29 )	Quran	Quran_Al-Ahqaf_46	No Split	1	29	21	train
1346	305001001030	قالوا يقومنا إنا سمعنا كتبا أنزل من بعد موسى مصدقا لما بين يديه يهدى إلى الحق وإلى طريق مستقيم ( 30 )	Quran	Quran_Al-Ahqaf_46	No Split	1	30	22	train
1347	305001001031	يقومنا أجيبوا داعى الله وءامنوا به يغفر لكم من ذنوبكم ويجركم من عذاب أليم ( 31 )	Quran	Quran_Al-Ahqaf_46	No Split	1	31	17	train
1348	305001001032	ومن لا يجب داعى الله فليس بمعجز فى الأرض وليس له من دونه أولياء أولئك فى ضلل مبين ( 32 )	Quran	Quran_Al-Ahqaf_46	No Split	1	32	21	train
1349	305001001033	أولم يروا أن الله الذى خلق السموت والأرض ولم يعى بخلقهن بقدر على أن يحى الموتى بلى إنه على كل شيء قدير ( 33 )	Quran	Quran_Al-Ahqaf_46	No Split	1	33	25	train
1350	305001001034	ويوم يعرض الذين كفروا على النار أليس هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم تكفرون ( 34 )	Quran	Quran_Al-Ahqaf_46	No Split	1	34	21	train
1351	305001001035	فاصبر كما صبر أولوا العزم من الرسل ولا تستعجل لهم كأنهم يوم يرون ما يوعدون لم يلبثوا إلا ساعة من نهار بلغ فهل يهلك إلا القوم الفسقون ( 35 )	Quran	Quran_Al-Ahqaf_46	No Split	1	35	30	train
1352	305001001001	الذين كفروا وصدوا عن سبيل الله أضل أعملهم ( 1 )	Quran	Quran_Muhammad_47	No Split	1	1	11	test
1353	305001001002	والذين ءامنوا وعملوا الصلحت وءامنوا بما نزل على محمد وهو الحق من ربهم كفر عنهم سياتهم وأصلح بالهم ( 2 )	Quran	Quran_Muhammad_47	No Split	1	2	21	test
1354	305001001003	ذلك بأن الذين كفروا اتبعوا البطل وأن الذين ءامنوا اتبعوا الحق من ربهم كذلك يضرب الله للناس أمثلهم ( 3 )	Quran	Quran_Muhammad_47	No Split	1	3	21	test
1355	305001001004	فإذا لقيتم الذين كفروا فضرب الرقاب حتى إذا أثخنتموهم فشدوا الوثاق فإما منا بعد وإما فداء حتى تضع الحرب أوزارها ذلك ولو يشاء الله لانتصر منهم ولكن ليبلوا بعضكم ببعض والذين قتلوا فى سبيل الله فلن يضل أعملهم ( 4 )	Quran	Quran_Muhammad_47	No Split	1	4	41	test
1356	305001001005	سيهديهم ويصلح بالهم ( 5 )	Quran	Quran_Muhammad_47	No Split	1	5	6	test
1357	305001001006	ويدخلهم الجنة عرفها لهم ( 6 )	Quran	Quran_Muhammad_47	No Split	1	6	7	test
1358	305001001007	يأيها الذين ءامنوا إن تنصروا الله ينصركم ويثبت أقدامكم ( 7 )	Quran	Quran_Muhammad_47	No Split	1	7	12	test
1359	305001001008	والذين كفروا فتعسا لهم وأضل أعملهم ( 8 )	Quran	Quran_Muhammad_47	No Split	1	8	9	test
1360	305001001009	ذلك بأنهم كرهوا ما أنزل الله فأحبط أعملهم ( 9 )	Quran	Quran_Muhammad_47	No Split	1	9	11	test
1361	305001001010	أفلم يسيروا فى الأرض فينظروا كيف كان عقبة الذين من قبلهم دمر الله عليهم وللكفرين أمثلها ( 10 )	Quran	Quran_Muhammad_47	No Split	1	10	19	test
1362	305001001011	ذلك بأن الله مولى الذين ءامنوا وأن الكفرين لا مولى لهم ( 11 )	Quran	Quran_Muhammad_47	No Split	1	11	14	test
1363	305001001012	إن الله يدخل الذين ءامنوا وعملوا الصلحت جنت تجرى من تحتها الأنهر والذين كفروا يتمتعون ويأكلون كما تأكل الأنعم والنار مثوى لهم ( 12 )	Quran	Quran_Muhammad_47	No Split	1	12	25	test
1364	305001001013	وكأين من قرية هى أشد قوة من قريتك التى أخرجتك أهلكنهم فلا ناصر لهم ( 13 )	Quran	Quran_Muhammad_47	No Split	1	13	17	test
1365	305001001014	أفمن كان على بينة من ربه كمن زين له سوء عمله واتبعوا أهواءهم ( 14 )	Quran	Quran_Muhammad_47	No Split	1	14	16	test
1366	305001001015	مثل الجنة التى وعد المتقون فيها أنهر من ماء غير ءاسن وأنهر من لبن لم يتغير طعمه وأنهر من خمر لذة للشربين وأنهر من عسل مصفى ولهم فيها من كل الثمرت ومغفرة من ربهم كمن هو خلد فى النار وسقوا ماء حميما فقطع أمعاءهم ( 15 )	Quran	Quran_Muhammad_47	No Split	1	15	47	test
1367	305001001016	ومنهم من يستمع إليك حتى إذا خرجوا من عندك قالوا للذين أوتوا العلم ماذا قال ءانفا أولئك الذين طبع الله على قلوبهم واتبعوا أهواءهم ( 16 )	Quran	Quran_Muhammad_47	No Split	1	16	27	test
1368	305001001017	والذين اهتدوا زادهم هدى وءاتيهم تقويهم ( 17 )	Quran	Quran_Muhammad_47	No Split	1	17	9	test
1369	305001001018	فهل ينظرون إلا الساعة أن تأتيهم بغتة فقد جاء أشراطها فأنى لهم إذا جاءتهم ذكريهم ( 18 )	Quran	Quran_Muhammad_47	No Split	1	18	18	test
1370	305001001019	فاعلم أنه لا إله إلا الله واستغفر لذنبك وللمؤمنين والمؤمنت والله يعلم متقلبكم ومثويكم ( 19 )	Quran	Quran_Muhammad_47	No Split	1	19	17	test
1371	305001001020	ويقول الذين ءامنوا لولا نزلت سورة فإذا أنزلت سورة محكمة وذكر فيها القتال رأيت الذين فى قلوبهم مرض ينظرون إليك نظر المغشى عليه من الموت فأولى لهم ( 20 )	Quran	Quran_Muhammad_47	No Split	1	20	30	test
1372	305001001021	طاعة وقول معروف فإذا عزم الأمر فلو صدقوا الله لكان خيرا لهم ( 21 )	Quran	Quran_Muhammad_47	No Split	1	21	15	test
1373	305001001022	فهل عسيتم إن توليتم أن تفسدوا فى الأرض وتقطعوا أرحامكم ( 22 )	Quran	Quran_Muhammad_47	No Split	1	22	13	test
1374	305001001023	أولئك الذين لعنهم الله فأصمهم وأعمى أبصرهم ( 23 )	Quran	Quran_Muhammad_47	No Split	1	23	10	test
1375	305001001024	أفلا يتدبرون القرءان أم على قلوب أقفالها ( 24 )	Quran	Quran_Muhammad_47	No Split	1	24	10	test
1376	305001001025	إن الذين ارتدوا على أدبرهم من بعد ما تبين لهم الهدى الشيطن سول لهم وأملى لهم ( 25 )	Quran	Quran_Muhammad_47	No Split	1	25	19	test
1377	305001001026	ذلك بأنهم قالوا للذين كرهوا ما نزل الله سنطيعكم فى بعض الأمر والله يعلم إسرارهم ( 26 )	Quran	Quran_Muhammad_47	No Split	1	26	18	test
1378	305001001027	فكيف إذا توفتهم الملئكة يضربون وجوههم وأدبرهم ( 27 )	Quran	Quran_Muhammad_47	No Split	1	27	10	test
1379	305001001028	ذلك بأنهم اتبعوا ما أسخط الله وكرهوا رضونه فأحبط أعملهم ( 28 )	Quran	Quran_Muhammad_47	No Split	1	28	13	test
1380	305001001029	أم حسب الذين فى قلوبهم مرض أن لن يخرج الله أضغنهم ( 29 )	Quran	Quran_Muhammad_47	No Split	1	29	14	test
1381	305001001030	ولو نشاء لأرينكهم فلعرفتهم بسيمهم ولتعرفنهم فى لحن القول والله يعلم أعملكم ( 30 )	Quran	Quran_Muhammad_47	No Split	1	30	15	test
1382	305001001031	ولنبلونكم حتى نعلم المجهدين منكم والصبرين ونبلوا أخباركم ( 31 )	Quran	Quran_Muhammad_47	No Split	1	31	11	test
1383	305001001032	إن الذين كفروا وصدوا عن سبيل الله وشاقوا الرسول من بعد ما تبين لهم الهدى لن يضروا الله شيا وسيحبط أعملهم ( 32 )	Quran	Quran_Muhammad_47	No Split	1	32	24	test
1384	305001001033	يأيها الذين ءامنوا أطيعوا الله وأطيعوا الرسول ولا تبطلوا أعملكم ( 33 )	Quran	Quran_Muhammad_47	No Split	1	33	13	test
1385	305001001034	إن الذين كفروا وصدوا عن سبيل الله ثم ماتوا وهم كفار فلن يغفر الله لهم ( 34 )	Quran	Quran_Muhammad_47	No Split	1	34	18	test
1386	305001001035	فلا تهنوا وتدعوا إلى السلم وأنتم الأعلون والله معكم ولن يتركم أعملكم ( 35 )	Quran	Quran_Muhammad_47	No Split	1	35	15	test
1387	305001001036	إنما الحيوة الدنيا لعب ولهو وإن تؤمنوا وتتقوا يؤتكم أجوركم ولا يسلكم أمولكم ( 36 )	Quran	Quran_Muhammad_47	No Split	1	36	16	test
1388	305001001037	إن يسلكموها فيحفكم تبخلوا ويخرج أضغنكم ( 37 )	Quran	Quran_Muhammad_47	No Split	1	37	9	test
1389	305001001038	هأنتم هؤلاء تدعون لتنفقوا فى سبيل الله فمنكم من يبخل ومن يبخل فإنما يبخل عن نفسه والله الغنى وأنتم الفقراء وإن تتولوا يستبدل قوما غيركم ثم لا يكونوا أمثلكم ( 38 )	Quran	Quran_Muhammad_47	No Split	1	38	32	test
1390	305001001001	اقترب للناس حسابهم وهم فى غفلة معرضون ( 1 )	Quran	Quran_Al-Anbya_21	No Split	1	1	10	test
1391	305001001002	ما يأتيهم من ذكر من ربهم محدث إلا استمعوه وهم يلعبون ( 2 )	Quran	Quran_Al-Anbya_21	No Split	1	2	14	test
1392	305001001003	لاهية قلوبهم وأسروا النجوى الذين ظلموا هل هذا إلا بشر مثلكم أفتأتون السحر وأنتم تبصرون ( 3 )	Quran	Quran_Al-Anbya_21	No Split	1	3	18	test
1393	305001001004	قال ربى يعلم القول فى السماء والأرض وهو السميع العليم ( 4 )	Quran	Quran_Al-Anbya_21	No Split	1	4	13	test
1394	305001001005	بل قالوا أضغث أحلم بل افتريه بل هو شاعر فليأتنا باية كما أرسل الأولون ( 5 )	Quran	Quran_Al-Anbya_21	No Split	1	5	17	test
1395	305001001006	ما ءامنت قبلهم من قرية أهلكنها أفهم يؤمنون ( 6 )	Quran	Quran_Al-Anbya_21	No Split	1	6	11	test
1396	305001001007	وما أرسلنا قبلك إلا رجالا نوحى إليهم فسلوا أهل الذكر إن كنتم لا تعلمون ( 7 )	Quran	Quran_Al-Anbya_21	No Split	1	7	17	test
1397	305001001008	وما جعلنهم جسدا لا يأكلون الطعام وما كانوا خلدين ( 8 )	Quran	Quran_Al-Anbya_21	No Split	1	8	12	test
1398	305001001009	ثم صدقنهم الوعد فأنجينهم ومن نشاء وأهلكنا المسرفين ( 9 )	Quran	Quran_Al-Anbya_21	No Split	1	9	11	test
1399	305001001010	لقد أنزلنا إليكم كتبا فيه ذكركم أفلا تعقلون ( 10 )	Quran	Quran_Al-Anbya_21	No Split	1	10	11	test
1400	305001001011	وكم قصمنا من قرية كانت ظالمة وأنشأنا بعدها قوما ءاخرين ( 11 )	Quran	Quran_Al-Anbya_21	No Split	1	11	13	test
1401	305001001012	فلما أحسوا بأسنا إذا هم منها يركضون ( 12 )	Quran	Quran_Al-Anbya_21	No Split	1	12	10	test
1402	305001001013	لا تركضوا وارجعوا إلى ما أترفتم فيه ومسكنكم لعلكم تسلون ( 13 )	Quran	Quran_Al-Anbya_21	No Split	1	13	13	test
1403	305001001014	قالوا يويلنا إنا كنا ظلمين ( 14 )	Quran	Quran_Al-Anbya_21	No Split	1	14	8	test
1404	305001001015	فما زالت تلك دعويهم حتى جعلنهم حصيدا خمدين ( 15 )	Quran	Quran_Al-Anbya_21	No Split	1	15	11	test
1405	305001001016	وما خلقنا السماء والأرض وما بينهما لعبين ( 16 )	Quran	Quran_Al-Anbya_21	No Split	1	16	10	test
1406	305001001017	لو أردنا أن نتخذ لهوا لاتخذنه من لدنا إن كنا فعلين ( 17 )	Quran	Quran_Al-Anbya_21	No Split	1	17	14	test
1407	305001001018	بل نقذف بالحق على البطل فيدمغه فإذا هو زاهق ولكم الويل مما تصفون ( 18 )	Quran	Quran_Al-Anbya_21	No Split	1	18	16	test
1408	305001001019	وله من فى السموت والأرض ومن عنده لا يستكبرون عن عبادته ولا يستحسرون ( 19 )	Quran	Quran_Al-Anbya_21	No Split	1	19	16	test
1409	305001001020	يسبحون اليل والنهار لا يفترون ( 20 )	Quran	Quran_Al-Anbya_21	No Split	1	20	8	test
1410	305001001021	أم اتخذوا ءالهة من الأرض هم ينشرون ( 21 )	Quran	Quran_Al-Anbya_21	No Split	1	21	10	test
1411	305001001022	لو كان فيهما ءالهة إلا الله لفسدتا فسبحن الله رب العرش عما يصفون ( 22 )	Quran	Quran_Al-Anbya_21	No Split	1	22	16	test
1412	305001001023	لا يسل عما يفعل وهم يسلون ( 23 )	Quran	Quran_Al-Anbya_21	No Split	1	23	9	test
